Date,SP500 P,SP500 D,SP500 E,CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,,TR CAPE,,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns,10y Annualized Stock Real Return,10y Annualized Bonds Real Return,Real 10y Excess Annualized Returns,,,,
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,160.87,9.11, 	331.10 ,12.04, 	24.77 ,14.76,,18.90,,0.47%,1.00,2.45,7.10%,5.94%,1.15%,,,,
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,164.40,9.22, 	339.96 ,12.08, 	24.98 ,15.05,,19.27,,0.25%,1.00,2.49,6.72%,6.10%,0.61%,,,,
1883.04,5.87,0.32,0.42,9.90,1883.29,3.63,169.45,9.33, 	352.00 ,12.12, 	25.19 ,15.48,,19.82,,-0.03%,1.00,2.52,6.52%,6.13%,0.38%,,,,
1883.05,5.77,0.32,0.42,9.80,1883.37,3.63,168.18,9.45, 	351.00 ,12.17, 	25.40 ,15.34,,19.63,,0.15%,1.00,2.55,5.74%,6.17%,-0.43%,,,,
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,174.73,9.76, 	366.36 ,12.46, 	26.12 ,15.90,,20.36,,-0.08%,1.00,2.63,5.09%,6.13%,-1.04%,,,,
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,175.53,9.98, 	369.80 ,12.64, 	26.62 ,15.95,,20.41,,-0.29%,1.00,2.70,4.29%,6.19%,-1.90%,,,,
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,167.57,10.01, 	354.77 ,12.56, 	26.59 ,15.20,,19.45,,0.02%,1.00,2.70,4.94%,6.62%,-1.68%,,,,
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,171.15,10.14, 	364.15 ,12.61, 	26.83 ,15.49,,19.83,,-0.20%,1.00,2.74,5.02%,6.09%,-1.07%,,,,
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,166.51,10.16, 	356.08 ,12.53, 	26.80 ,15.05,,19.26,,0.21%,1.00,2.75,5.47%,5.96%,-0.48%,,,,
1883.11,5.46,0.33,0.40,9.13,1883.87,3.62,170.75,10.29, 	366.97 ,12.59, 	27.05 ,15.41,,19.72,,0.26%,1.00,2.79,5.64%,6.13%,-0.49%,,,,
1883.12,5.34,0.33,0.40,9.23,1883.96,3.62,165.27,10.21, 	357.03 ,12.38, 	26.74 ,14.90,,19.07,,0.36%,1.00,2.77,5.75%,6.38%,-0.64%,,,,
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,160.32,10.16, 	348.17 ,12.15, 	26.38 ,14.43,,18.48,,0.42%,1.00,2.78,6.14%,6.68%,-0.54%,,,,
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,164.65,10.11, 	359.40 ,11.92, 	26.01 ,14.81,,18.96,,0.26%,1.00,2.79,6.14%,6.84%,-0.70%,,,,
1884.03,5.30,0.33,0.38,9.23,1884.21,3.60,164.04,10.06, 	359.88 ,11.68, 	25.63 ,14.74,,18.88,,0.30%,1.00,2.80,6.79%,7.16%,-0.37%,,,,
1884.04,5.06,0.32,0.37,9.04,1884.29,3.60,159.90,10.22, 	352.69 ,11.69, 	25.79 ,14.35,,18.40,,0.43%,1.00,2.87,7.19%,6.94%,0.25%,,,,
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,150.11,10.38, 	332.99 ,11.70, 	25.96 ,13.47,,17.27,,0.77%,1.00,2.94,7.45%,6.73%,0.72%,,,,
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,143.97,10.33, 	321.29 ,11.46, 	25.57 ,12.91,,16.58,,1.33%,1.00,2.95,7.74%,6.74%,1.00%,,,,
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,145.54,10.39, 	326.71 ,11.34, 	25.46 ,13.04,,16.77,,1.08%,1.00,2.99,7.38%,6.63%,0.74%,,,,
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,154.68,10.33, 	349.16 ,11.09, 	25.05 ,13.86,,17.83,,0.71%,1.00,3.00,6.80%,6.34%,0.46%,,,,
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,151.43,10.39, 	343.78 ,10.97, 	24.90 ,13.57,,17.47,,0.77%,1.00,3.05,7.03%,6.09%,0.94%,,,,
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,148.11,10.45, 	338.22 ,10.84, 	24.76 ,13.27,,17.11,,0.99%,1.00,3.09,7.21%,6.28%,0.93%,,,,
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,148.40,10.63, 	340.92 ,10.83, 	24.88 ,13.30,,17.17,,0.85%,1.00,3.17,7.17%,6.05%,1.12%,,,,
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,149.76,10.70, 	346.09 ,10.70, 	24.72 ,13.43,,17.36,,0.67%,1.00,3.22,7.11%,6.09%,1.02%,,,,
1885.01,4.24,0.30,0.31,8.28,1885.04,3.52,146.31,10.50, 	340.14 ,10.58, 	24.60 ,13.13,,16.99,,0.85%,1.00,3.23,7.21%,6.10%,1.11%,,,,
1885.02,4.37,0.30,0.30,8.37,1885.12,3.51,149.08,10.18, 	348.55 ,10.35, 	24.19 ,13.38,,17.33,,0.83%,1.00,3.21,6.84%,6.20%,0.64%,,,,
1885.03,4.38,0.29,0.30,8.18,1885.21,3.50,152.90,10.21, 	359.47 ,10.47, 	24.62 ,13.73,,17.80,,0.43%,1.00,3.30,6.56%,5.93%,0.62%,,,,
1885.04,4.37,0.29,0.30,8.28,1885.29,3.48,150.80,9.89, 	356.46 ,10.24, 	24.20 ,13.55,,17.58,,0.57%,1.00,3.27,6.68%,5.59%,1.10%,,,,
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,152.58,9.92, 	362.63 ,10.36, 	24.62 ,13.71,,17.80,,0.51%,1.00,3.36,6.96%,5.17%,1.79%,,,,
1885.06,4.30,0.28,0.29,7.90,1885.46,3.46,155.53,9.95, 	371.62 ,10.49, 	25.06 ,13.98,,18.17,,0.32%,1.00,3.46,6.80%,4.76%,2.04%,,,,
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,159.40,9.62, 	382.77 ,10.25, 	24.61 ,14.33,,18.63,,0.28%,1.00,3.43,6.71%,5.01%,1.70%,,,,
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,168.34,9.41, 	406.11 ,10.13, 	24.43 ,15.13,,19.68,,-0.16%,1.00,3.44,6.42%,5.13%,1.29%,,,,
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,168.19,9.31, 	407.64 ,10.13, 	24.55 ,15.12,,19.66,,-0.18%,1.00,3.50,6.48%,4.99%,1.50%,,,,
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,177.96,9.10, 	433.15 ,10.01, 	24.36 ,15.99,,20.80,,-0.53%,1.00,3.51,5.72%,4.97%,0.75%,,,,
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,187.28,8.78, 	457.61 ,9.77, 	23.87 ,16.82,,21.88,,-0.63%,1.00,3.48,4.82%,5.07%,-0.26%,,,,
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,181.53,8.38, 	445.26 ,9.43, 	23.12 ,16.30,,21.19,,-0.11%,1.00,3.42,4.65%,5.45%,-0.79%,,,,
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,185.85,8.52, 	457.60 ,9.83, 	24.20 ,16.69,,21.69,,-0.39%,1.00,3.51,4.43%,5.33%,-0.90%,,,,
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,189.42,8.46, 	468.14 ,10.01, 	24.73 ,17.01,,22.09,,-0.51%,1.00,3.52,4.81%,5.51%,-0.70%,,,,
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,187.73,8.50, 	465.70 ,10.31, 	25.57 ,16.84,,21.87,,-0.58%,1.00,3.56,4.74%,5.41%,-0.67%,,,,
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,187.45,8.54, 	466.79 ,10.62, 	26.44 ,16.80,,21.81,,-0.61%,1.00,3.61,5.00%,5.46%,-0.46%,,,,
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,188.39,8.69, 	470.91 ,11.07, 	27.67 ,16.86,,21.89,,-0.54%,1.00,3.71,5.05%,5.39%,-0.33%,,,,
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,199.51,8.74, 	500.55 ,11.40, 	28.60 ,17.83,,23.13,,-0.72%,1.00,3.77,4.42%,5.44%,-1.02%,,,,
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,200.02,8.57, 	503.61 ,11.45, 	28.82 ,17.85,,23.13,,-0.62%,1.00,3.73,3.69%,5.60%,-1.90%,,,,
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,199.03,8.40, 	502.89 ,11.49, 	29.03 ,17.72,,22.95,,-0.56%,1.00,3.69,3.14%,5.76%,-2.61%,,,,
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,204.22,8.34, 	517.76 ,11.68, 	29.60 ,18.15,,23.48,,-0.80%,1.00,3.69,3.41%,5.78%,-2.37%,,,,
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,209.41,8.28, 	532.66 ,11.86, 	30.17 ,18.56,,24.00,,-1.11%,1.00,3.70,3.08%,5.49%,-2.41%,,,,
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,214.60,8.22, 	547.60 ,12.05, 	30.74 ,18.97,,24.50,,-1.32%,1.00,3.71,3.21%,5.21%,-2.00%,,,,
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,206.49,8.05, 	528.62 ,12.08, 	30.93 ,18.19,,23.49,,-1.17%,1.00,3.67,3.23%,5.37%,-2.14%,,,,
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,199.43,7.95, 	512.24 ,11.88, 	30.52 ,17.51,,22.59,,-0.90%,1.00,3.59,3.89%,5.95%,-2.06%,,,,
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,195.67,7.95, 	504.29 ,11.83, 	30.49 ,17.13,,22.08,,-0.41%,1.00,3.55,3.99%,6.09%,-2.10%,,,,
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,200.26,8.04, 	517.85 ,11.92, 	30.82 ,17.47,,22.52,,-0.10%,1.00,3.56,3.78%,6.10%,-2.33%,,,,
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,204.85,8.12, 	531.47 ,12.01, 	31.16 ,17.82,,22.95,,-0.49%,1.00,3.57,3.37%,6.28%,-2.90%,,,,
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,208.38,8.21, 	542.41 ,12.10, 	31.49 ,18.08,,23.26,,-0.76%,1.00,3.57,3.41%,6.45%,-3.04%,,,,
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,204.79,8.40, 	534.87 ,12.33, 	32.20 ,17.71,,22.78,,-0.23%,1.00,3.62,4.06%,6.34%,-2.28%,,,,
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,202.19,8.59, 	529.96 ,12.57, 	32.94 ,17.43,,22.42,,-0.37%,1.00,3.67,4.65%,6.22%,-1.58%,,,,
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,194.78,8.58, 	512.41 ,12.51, 	32.91 ,16.74,,21.52,,0.35%,1.00,3.64,5.23%,5.89%,-0.66%,,,,
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,194.60,8.77, 	513.85 ,12.75, 	33.67 ,16.68,,21.43,,0.34%,1.00,3.69,5.43%,5.47%,-0.05%,,,,
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,185.85,8.76, 	492.67 ,12.69, 	33.63 ,15.88,,20.41,,0.74%,1.00,3.65,5.71%,5.76%,-0.05%,,,,
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,187.19,8.74, 	498.17 ,12.63, 	33.60 ,15.95,,20.50,,1.01%,1.00,3.61,5.25%,5.90%,-0.65%,,,,
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,181.85,8.63, 	485.87 ,12.42, 	33.19 ,15.46,,19.86,,1.43%,1.00,3.54,5.77%,6.16%,-0.39%,,,,
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,181.15,8.47, 	485.88 ,12.00, 	32.18 ,15.36,,19.73,,1.87%,1.00,3.51,6.09%,6.29%,-0.21%,,,,
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,182.20,8.51, 	490.60 ,11.85, 	31.90 ,15.42,,19.81,,1.85%,1.00,3.56,5.85%,6.02%,-0.17%,,,,
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,175.30,8.45, 	473.91 ,11.56, 	31.25 ,14.81,,19.03,,2.35%,1.00,3.58,5.76%,6.02%,-0.26%,,,,
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,178.04,8.49, 	483.22 ,11.40, 	30.95 ,15.02,,19.30,,2.26%,1.00,3.64,5.40%,5.90%,-0.49%,,,,
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,182.60,8.54, 	497.55 ,11.24, 	30.63 ,15.39,,19.77,,2.33%,1.00,3.70,5.08%,5.06%,0.03%,,,,
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,179.06,8.58, 	489.84 ,11.08, 	30.31 ,15.08,,19.38,,2.59%,1.00,3.76,6.41%,5.65%,0.76%,,,,
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,181.54,8.42, 	498.55 ,10.66, 	29.26 ,15.28,,19.64,,2.53%,1.00,3.73,6.45%,5.92%,0.52%,,,,
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,185.43,8.36, 	511.14 ,10.36, 	28.56 ,15.60,,20.05,,2.30%,1.00,3.75,6.60%,5.92%,0.68%,,,,
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,190.02,8.30, 	525.70 ,10.07, 	27.85 ,15.99,,20.54,,2.16%,1.00,3.76,6.32%,5.92%,0.40%,,,,
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,186.76,8.14, 	518.57 ,9.66, 	26.82 ,15.72,,20.19,,2.52%,1.00,3.74,6.27%,6.04%,0.23%,,,,
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,180.82,8.00, 	503.92 ,9.26, 	25.80 ,15.22,,19.56,,2.97%,1.00,3.71,6.96%,6.17%,0.79%,,,,
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,177.37,7.94, 	496.14 ,8.97, 	25.10 ,14.95,,19.21,,3.34%,1.00,3.73,7.65%,6.02%,1.63%,,,,
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,187.28,8.19, 	525.77 ,9.41, 	26.42 ,15.80,,20.31,,2.53%,1.00,3.88,7.84%,5.64%,2.20%,,,,
1889.02,5.30,0.23,0.27,7.90,1889.12,3.45,191.70,8.26, 	540.13 ,9.65, 	27.18 ,16.19,,20.81,,2.14%,1.00,3.93,7.68%,5.22%,2.47%,,,,
1889.03,5.19,0.23,0.27,7.80,1889.21,3.45,190.01,8.33, 	537.32 ,9.89, 	27.95 ,16.07,,20.65,,2.19%,1.00,3.99,7.92%,5.08%,2.84%,,,,
1889.04,5.18,0.23,0.27,7.80,1889.29,3.44,189.65,8.30, 	538.25 ,10.01, 	28.40 ,16.05,,20.63,,2.31%,1.00,4.01,7.92%,4.93%,2.99%,,,,
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,199.64,8.47, 	568.62 ,10.38, 	29.57 ,16.92,,21.73,,1.75%,1.00,4.12,6.90%,4.66%,2.24%,,,,
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,203.02,8.44, 	580.24 ,10.51, 	30.03 ,17.22,,22.11,,1.77%,1.00,4.13,6.33%,4.51%,1.82%,,,,
1889.07,5.30,0.22,0.28,7.61,1889.54,3.44,198.89,8.41, 	570.45 ,10.63, 	30.49 ,16.89,,21.68,,1.77%,1.00,4.15,6.76%,4.36%,2.39%,,,,
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,201.52,8.38, 	579.98 ,10.76, 	30.96 ,17.13,,21.97,,1.68%,1.00,4.16,6.74%,4.22%,2.52%,,,,
1889.09,5.50,0.22,0.29,7.71,1889.71,3.43,203.85,8.25, 	588.67 ,10.75, 	31.04 ,17.35,,22.24,,1.40%,1.00,4.12,6.09%,3.94%,2.14%,,,,
1889.1,5.40,0.22,0.29,7.71,1889.79,3.43,200.14,8.22, 	579.94 ,10.87, 	31.50 ,17.05,,21.84,,0.96%,1.00,4.13,6.09%,3.80%,2.29%,,,,
1889.11,5.35,0.22,0.30,7.71,1889.87,3.43,198.29,8.18, 	576.55 ,11.00, 	31.97 ,16.91,,21.64,,0.50%,1.00,4.14,6.25%,3.67%,2.58%,,,,
1889.12,5.32,0.22,0.30,7.80,1889.96,3.42,194.77,8.05, 	568.28 ,10.98, 	32.05 ,16.61,,21.25,,0.44%,1.00,4.11,5.56%,3.66%,1.90%,,,,
1890.01,5.38,0.22,0.30,7.61,1890.04,3.42,201.89,8.26, 	591.06 ,11.23, 	32.87 ,17.22,,22.02,,-0.30%,1.00,4.22,5.32%,3.40%,1.92%,,,,
1890.02,5.32,0.22,0.30,7.61,1890.12,3.44,199.64,8.26, 	586.48 ,11.19, 	32.88 ,17.03,,21.76,,-0.25%,1.00,4.23,5.49%,3.29%,2.20%,,,,
1890.03,5.28,0.22,0.30,7.61,1890.21,3.45,198.14,8.26, 	584.09 ,11.16, 	32.91 ,16.90,,21.58,,-0.31%,1.00,4.23,5.65%,3.31%,2.35%,,,,
1890.04,5.39,0.22,0.30,7.61,1890.29,3.47,202.27,8.26, 	598.29 ,11.13, 	32.93 ,17.26,,22.02,,-0.08%,1.00,4.24,5.57%,3.32%,2.25%,,,,
1890.05,5.62,0.22,0.30,7.71,1890.37,3.49,208.30,8.15, 	618.13 ,10.96, 	32.53 ,17.79,,22.68,,0.15%,1.00,4.19,5.00%,3.71%,1.29%,,,,
1890.06,5.58,0.22,0.30,7.71,1890.46,3.50,206.82,8.15, 	615.75 ,10.93, 	32.55 ,17.68,,22.53,,0.36%,1.00,4.20,4.89%,3.86%,1.04%,,,,
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,205.33,8.15, 	613.35 ,10.90, 	32.57 ,17.59,,22.38,,0.38%,1.00,4.21,4.84%,3.74%,1.10%,,,,
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,193.35,7.86, 	579.53 ,10.48, 	31.42 ,16.60,,21.10,,1.06%,1.00,4.06,5.75%,4.26%,1.49%,,,,
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,187.90,7.77, 	565.12 ,10.33, 	31.07 ,16.17,,20.54,,1.22%,1.00,4.02,5.68%,4.27%,1.40%,,,,
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,179.42,7.77, 	541.58 ,10.30, 	31.10 ,15.48,,19.65,,1.48%,1.00,4.03,6.68%,4.42%,2.26%,,,,
1890.11,4.71,0.22,0.29,7.90,1890.87,3.59,170.36,7.96, 	516.23 ,10.52, 	31.87 ,14.75,,18.70,,1.45%,1.00,4.13,8.04%,4.18%,3.86%,,,,
1890.12,4.60,0.22,0.29,7.90,1890.96,3.60,166.38,7.96, 	506.18 ,10.49, 	31.91 ,14.44,,18.31,,1.47%,1.00,4.14,9.07%,4.33%,4.74%,,,,
1891.01,4.84,0.22,0.29,7.80,1891.04,3.62,177.20,8.05, 	541.13 ,10.77, 	32.89 ,15.43,,19.55,,0.99%,1.00,4.20,8.55%,4.08%,4.47%,,,,
1891.02,4.90,0.22,0.30,7.90,1891.12,3.62,177.24,7.96, 	543.26 ,10.79, 	33.07 ,15.48,,19.59,,1.00%,1.00,4.16,8.96%,4.33%,4.63%,,,,
1891.03,4.81,0.22,0.30,7.99,1891.21,3.62,171.91,7.86, 	528.95 ,10.81, 	33.27 ,15.05,,19.04,,1.30%,1.00,4.12,9.67%,4.44%,5.23%,,,,
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,175.54,7.77, 	542.10 ,10.83, 	33.45 ,15.41,,19.47,,1.16%,1.00,4.09,10.46%,4.69%,5.78%,,,,
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,176.91,7.86, 	548.37 ,11.11, 	34.43 ,15.57,,19.66,,1.08%,1.00,4.15,9.80%,4.55%,5.25%,,,,
1891.06,4.85,0.22,0.32,7.80,1891.46,3.61,177.57,8.05, 	552.48 ,11.53, 	35.88 ,15.66,,19.76,,0.81%,1.00,4.26,10.80%,4.29%,6.51%,,,,
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,176.79,8.15, 	552.19 ,11.83, 	36.95 ,15.62,,19.69,,0.61%,1.00,4.33,9.94%,4.02%,5.92%,,,,
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,182.72,8.15, 	572.83 ,11.98, 	37.57 ,16.16,,20.36,,0.20%,1.00,4.34,9.59%,3.88%,5.71%,,,,
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,200.02,8.26, 	629.21 ,12.29, 	38.66 ,17.71,,22.28,,-0.83%,1.00,4.41,8.41%,3.61%,4.80%,,,,
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,200.02,8.26, 	631.37 ,12.45, 	39.29 ,17.72,,22.26,,-0.92%,1.00,4.42,8.29%,3.60%,4.69%,,,,
1891.11,5.25,0.22,0.34,7.52,1891.87,3.60,199.51,8.36, 	631.97 ,12.76, 	40.42 ,17.67,,22.19,,-0.93%,1.00,4.49,8.41%,3.33%,5.08%,,,,
1891.12,5.41,0.22,0.34,7.52,1891.96,3.60,205.59,8.36, 	653.43 ,12.92, 	41.07 ,18.21,,22.83,,-1.10%,1.00,4.51,7.78%,3.20%,4.59%,,,,
1892.01,5.51,0.22,0.34,7.33,1892.04,3.60,214.83,8.64, 	685.09 ,13.35, 	42.58 ,19.02,,23.82,,-1.58%,1.00,4.64,7.66%,3.04%,4.62%,,,,
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,215.22,8.71, 	688.65 ,13.45, 	43.04 ,19.04,,23.81,,-1.69%,1.00,4.65,7.74%,3.04%,4.69%,,,,
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,223.36,9.01, 	717.10 ,13.91, 	44.66 ,19.74,,24.66,,-2.14%,1.00,4.78,7.35%,2.77%,4.58%,,,,
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,225.97,9.20, 	727.94 ,14.20, 	45.74 ,19.94,,24.88,,-2.42%,1.00,4.86,7.45%,2.51%,4.95%,,,,
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,225.97,9.26, 	730.43 ,14.30, 	46.23 ,19.91,,24.81,,-2.51%,1.00,4.87,7.30%,2.38%,4.91%,,,,
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,224.76,9.33, 	729.01 ,14.40, 	46.71 ,19.77,,24.60,,-2.58%,1.00,4.88,7.16%,2.26%,4.90%,,,,
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,218.84,9.15, 	712.30 ,14.12, 	45.97 ,19.21,,23.88,,-2.10%,1.00,4.76,7.69%,2.53%,5.15%,,,,
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,219.12,9.10, 	715.67 ,14.04, 	45.84 ,19.20,,23.85,,-2.07%,1.00,4.70,8.08%,2.79%,5.29%,,,,
1892.09,5.48,0.24,0.36,7.33,1892.71,3.70,213.66,9.16, 	700.33 ,14.13, 	46.33 ,18.69,,23.19,,-1.68%,1.00,4.71,8.25%,2.67%,5.58%,,,,
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,217.95,9.23, 	716.91 ,14.23, 	46.81 ,19.04,,23.60,,-1.70%,1.00,4.72,6.96%,1.97%,4.98%,,,,
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,211.67,9.06, 	698.75 ,13.97, 	46.10 ,18.46,,22.86,,-1.21%,1.00,4.61,7.20%,2.57%,4.63%,,,,
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,206.77,9.01, 	685.06 ,13.88, 	46.00 ,18.01,,22.28,,-0.87%,1.00,4.57,7.08%,2.59%,4.50%,,,,
1893.01,5.61,0.24,0.36,7.90,1893.04,3.75,202.92,8.71, 	674.68 ,13.05, 	43.39 ,17.66,,21.82,,-0.41%,1.00,4.41,7.70%,2.85%,4.85%,,,,
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,196.93,8.64, 	657.16 ,12.57, 	41.95 ,17.13,,21.15,,-0.21%,1.00,4.37,7.95%,2.96%,4.99%,,,,
1893.03,5.31,0.24,0.34,7.80,1893.21,3.74,194.41,8.88, 	651.22 ,12.54, 	42.00 ,16.90,,20.86,,-0.27%,1.00,4.49,8.02%,3.04%,4.98%,,,,
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,196.81,9.02, 	661.78 ,12.35, 	41.54 ,17.10,,21.10,,-0.36%,1.00,4.57,7.43%,2.90%,4.53%,,,,
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,181.63,9.16, 	613.31 ,12.17, 	41.08 ,15.78,,19.47,,0.11%,1.00,4.64,8.33%,2.99%,5.34%,,,,
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,177.44,9.43, 	601.80 ,12.12, 	41.12 ,15.42,,19.03,,0.30%,1.00,4.77,7.96%,2.72%,5.24%,,,,
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,165.12,9.71, 	562.77 ,12.08, 	41.17 ,14.35,,17.73,,0.73%,1.00,4.92,8.22%,2.44%,5.79%,,,,
1893.08,4.08,0.25,0.30,6.95,1893.62,3.72,167.79,10.15, 	574.76 ,12.20, 	41.80 ,14.59,,18.03,,0.23%,1.00,5.14,7.69%,2.01%,5.68%,,,,
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,172.62,9.78, 	594.11 ,11.36, 	39.09 ,15.01,,18.57,,0.53%,1.00,4.95,7.00%,2.29%,4.70%,,,,
1893.1,4.50,0.25,0.28,7.33,1893.79,3.71,175.45,9.68, 	606.61 ,10.85, 	37.52 ,15.27,,18.90,,0.55%,1.00,4.90,6.59%,2.53%,4.06%,,,,
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,182.93,9.98, 	635.35 ,10.78, 	37.43 ,15.94,,19.74,,0.13%,1.00,5.05,6.31%,2.37%,3.94%,,,,
1893.12,4.41,0.25,0.26,7.04,1893.96,3.70,178.91,10.14, 	624.33 ,10.55, 	36.81 ,15.61,,19.34,,0.03%,1.00,5.14,7.02%,2.22%,4.81%,,,,
1894.01,4.32,0.25,0.25,6.85,1894.04,3.70,180.13,10.29, 	631.56 ,10.50, 	36.80 ,15.74,,19.52,,-0.28%,1.00,5.30,6.88%,1.69%,5.19%,,,,
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,185.20,10.29, 	652.36 ,10.29, 	36.24 ,16.20,,20.11,,-0.58%,1.00,5.40,6.04%,1.29%,4.76%,,,,
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,196.23,10.44, 	694.26 ,10.22, 	36.18 ,17.19,,21.34,,-1.19%,1.00,5.58,5.52%,1.09%,4.43%,,,,
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,198.84,10.30, 	706.53 ,9.86, 	35.05 ,17.43,,21.66,,-1.05%,1.00,5.61,5.76%,1.18%,4.58%,,,,
1894.05,4.40,0.23,0.22,6.57,1894.37,3.62,191.44,10.15, 	683.25 ,9.50, 	33.90 ,16.81,,20.90,,-0.61%,1.00,5.63,6.18%,1.39%,4.79%,,,,
1894.06,4.34,0.23,0.21,6.57,1894.46,3.60,188.83,10.01, 	676.91 ,9.14, 	32.75 ,16.61,,20.66,,-0.52%,1.00,5.66,6.34%,1.37%,4.97%,,,,
